name	ingrient	url	pic	step	instrouction	comment
Michelada	"{'Freshly squeezed lime juice': '5/12 oz', 'Hot pepper sauce': '2 dash', 'Worcestershire sauce': '1/6 oz', 'Dunkel (dark lager) beer': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1313/michelada	https://cdn.diffords.com/contrib/stock-images/2016/12/27/2016467a8a15dc549054ebadf3fca1efe3ed.jpg	POUR ingredients into ice-filled glass.	Coarse sea salt rim - salt rim of a chilled beer mug by rubbing it with a lime wedge and dipping rim in the coarse salt. Save the lime wedge to squeeze over and drop into finished drink.	null
Midnight in New York	"{'Bourbon whiskey': '1 oz', 'Shiraz red wine': '1 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Giffard Grenadine Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3128/midnight-in-new-york	https://cdn.diffords.com/contrib/stock-images/2013/10/24/20139f51915e4337bba9f47a10d7e90f01b8.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	The success of this cocktail is very dependent on the red wine you use. A lighter earthier style will work better than a voluptuous fruity red.	null
Midnight Moon	"{'Cognac VSOP': '1/2 oz', 'Disaronno Originale amaretto': '1/2 oz', 'Dutch White Cr?me de Cacao': '1/2 oz', 'Brut Champagne': '3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3109/midnight-moon	https://cdn.diffords.com/contrib/stock-images/2016/12/29/20165ef9d25d233beb8120442b950139b072.jpg	STIR first three ingredients with ice and strain into chilled glass. TOP with champagne.	A slightly sweet bubbly crowd pleaser of a cocktail.	null
Midnight Over Tennessee	"{""Jack Daniel's Tennessee whiskey"": '2 oz', 'Coffee liqueur': '1/2 oz', 'De Kuyper Brown Cr?me de Cacao Brown': '1/2 oz', 'Giffard Peppermint Pastille cr?me de menthe': '1/2 oz', 'Single cream / half-and-half': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2498/midnight-over-tennessee	https://cdn.diffords.com/contrib/stock-images/2016/11/37/2016d31fb37d1d50a96c52bf925a9a2a2c7d.jpg	SHAKE first three ingredients with ice and fine strain into chilled glass. Separately SHAKE cream and cr?me de menthe and carefully strain over drink to layer.	"A great looking tasty dessert cocktail. Whiskey, coffee and chocolate sipped through a layer of minty cream."	null
Midnight Stinger	"{'Bourbon whiskey': '1 oz', 'Fernet Branca': '1 oz', 'Freshly squeezed lemon juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '5/12 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4573/midnight-stinger	https://cdn.diffords.com/contrib/stock-images/2018/09/5b90eecd9a00c.jpg	SHAKE all ingredients with ice and strain into glass filled with crushed ice.	"Just enjoyed a hearty meal? Well, this digestivo is just the ticket. If you're not accustomed to the taste of fernet then the first couple of sips may be challenging, but then this very refreshing cocktail becomes eminently sippable, quaffable even, and certainly stomach settling ¡V well, we think so."	null
Midtown Muse	"{'Auchentoshan Three Wood': '1 1/2 oz', 'Green melon liqueur': '2/3 oz', 'Licor 43 Original': '1/3 oz', 'Angostura or other aromatic bitters': '1 dash', 'Chilled water (omit if using wet ice)': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3422/midtown-muse	https://cdn.diffords.com/contrib/stock-images/2016/7/45/20164cd9eda1694d83b839318913e0ca549a.jpg	STIR all ingredients with ice and strain into chilled glass.	Melon and vanilla liqueurs lightly sweeten and flavour the subtle maltiness of Lowland whisky.	null
Mike Romanoff	"{'Ketel One Vodka': '2 oz', 'De Kuyper Triple Sec (40%)': '1/6 oz', 'De Kuyper Apricot Brandy': '1/6 oz', 'Freshly squeezed lime juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2499/mike-romanoff	https://cdn.diffords.com/contrib/stock-images/2016/12/30/2016fe9146144296d6346a46e34ba05789f5.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"A Vodka Daisy sweetened with triple sec, apricot brandy and a touch of sugar."	null
Milanese Breakfast Martini	"{'Rutte Dry Gin': '1 oz', 'Orange marmalade': '1 spoon', 'Italian red bitter liqueur': '1/6 oz', 'Freshly squeezed lemon juice': '1/2 oz', 'Prosecco sparkling wine': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/3075/milanese-breakfast-martini	https://cdn.diffords.com/contrib/stock-images/2016/12/31/2016c54d57514d14518a6ed1d37fc6dade51.jpg	"STIR marmalade with gin in base of shaker to dissolve marmalade. Add Campari and lemon juice, SHAKE with ice and fine strain into chilled glass. TOP with Prosecco."	A fruity but dry aperitif drink served 'up' but with a hint of sparkle from prosecco.	null
Milanese G&T	"{'Italian red bitter liqueur': '1 oz', 'Rutte Dry Gin': '1 oz', 'Thomas Henry Tonic Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/4071/milanese-gandt	https://cdn.diffords.com/contrib/stock-images/2017/3/28/2017eff9dd3cbae416558309fb3bf8d6863f.jpg	POUR all ingredients into ice-filled glass and lightly STIR so as not to lose fizz.	A traditional Gin & Tonic with a splash of Campari adding colour and bittersweet herbal fruity complexity.	null
Milano	"{'Ketel One Vodka': '1 oz', 'Italian red bitter liqueur': '1 oz', 'Martini Rosso sweet vermouth': '1 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1325/milano	https://cdn.diffords.com/contrib/stock-images/2016/12/32/2016448223d037003c3c707509f0d405e9bd.jpg	STIR all ingredients with ice and strain into ice-filled glass.	Negrosky	null
Milano Sour	"{'Rutte Dry Gin': '1 1/2 oz', ""Galliano L'Autentico liqueur"": '1 oz', 'Freshly squeezed lemon juice': '1 oz', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1314/milano-sour	https://cdn.diffords.com/contrib/stock-images/2016/12/34/201676171868bc50ba0c7890f00967c86587.jpg	SHAKE all ingredients with ice and fine strain into ice-filled glass.	Delicate anise and peppermint with citrus freshness.	null
Milano Torino (Mi-To) Cocktail	"{'Italian red bitter liqueur': '1 1/2 oz', 'Martini Rosso sweet vermouth': '1 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3495/milano-torino-mi-to-cocktail	https://cdn.diffords.com/contrib/stock-images/2015/5/20/2015d419f85e72755f37bd2ede8a61f080dc.jpg	STIR all ingredients with ice and strain into ice-filled glass (preferably a chunk of block ice).	Orange slice or wedge	"[['Delicious cocktail, very easy to drink.  Measurements provided might not quite fit in a rocks glass though ????'], ['I¡¦m a big Negroni fan so really enjoyed this. Might not have the headache in the morning either!']]"
Milk & Honey Cocktail	"{""Dewar's 12 Year Old Scotch whisky"": '2 oz', 'Raw runny honey (preferably orange blossom)': '3 spoon', 'Honey liqueur (spiced)': '1/2 oz', 'Single cream / half-and-half': '3/4 oz', 'Milk (semi-skimmed/2% fat)': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1316/milk-and-honey-cocktail	https://cdn.diffords.com/contrib/stock-images/2017/4/58/201777f9093ee23ca190ceb0b510047c628e.jpg	"STIR Scotch with honey in base of shaker to dissolve honey. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	The rich flavour of Scotch is tamed by honey and cream.	null
Milk Punch	"{'Cognac VSOP': '1 oz', 'Goslings Black Seal Rum': '1/2 oz', 'Vanilla sugar syrup': '1/2 oz', 'Milk (whole milk/full 3-4% fat)': '2 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1317/milk-punch	https://cdn.diffords.com/contrib/stock-images/2017/4/01/20174125a0e4cf8145bbf08131d965be63fe.jpg	SHAKE all ingredients with ice and strain into glass filled with crushed ice.	"The cream, vanilla and sugar tame the cognac and rum."	null
Milky Mojito	"{'Mint leaves': '12 fresh', 'Pernod anise': '2 oz', 'Freshly squeezed lime juice': '1 oz', 'Giffard Sugar Cane Syrup': '3/4 oz', 'Thomas Henry Soda Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1318/milky-mojito	https://cdn.diffords.com/contrib/stock-images/2016/12/36/2016c3752eb90b6779290b5de0f643bb8f61.jpg	"Lightly MUDDLE (just to bruise) mint in glass. Fill glass with crushed ice, add other ingredients. TOP with soda, stir and serve with straws."	An anise laced alternative to a Mojito. The name refers to the opaque white colour of the drink after soda is added to the anis.	null
Millennium Cocktail	"{'Cognac VSOP': '1 1/2 oz', 'Fresh pressed pineapple juice': '1 1/2 oz', 'Orange Cura?ao liqueur': '1 oz', 'Angostura or other aromatic bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2961/millennium-cocktail	https://cdn.diffords.com/contrib/stock-images/2017/1/56/20177e75f42f4a7ee1bc849514f27e5a2f78.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Somewhat reminiscent of a cognac laced Hawaiian pizza. Yum!	null
Million Dollar Cocktail	"{'Rutte Dry Gin': '2 oz', 'Martini Rosso sweet vermouth': '1 oz', 'Fresh pressed pineapple juice': '1/2 oz', 'Giffard Grenadine Syrup': '1/4 oz', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1319/million-dollar-cocktail	https://cdn.diffords.com/contrib/stock-images/2017/6/43/20170e2e03c80d3e412511d631333f9a57ff.jpg	SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.	"Serious, yet superbly smooth and a bit fluffy."	null
Million Dollar Margarita	"{'Patr?n Reposado tequila': '1 1/2 oz', 'Grand Marnier or other cognac orange liqueur': '1 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Agave syrup': '1/6 oz', ""Difford's Margarita Bitters (optional)"": '4 drop'}"	https://www.diffordsguide.com/cocktails/recipe/1320/million-dollar-margarita	https://cdn.diffords.com/contrib/stock-images/2016/8/19/2016b71a9575d0568ac551bf17f9d3c6b1f0.jpg	SHAKE all ingredients with ice and strain into ice-filled glass.	Although a relatively dry Margarita this particular millionaire benefits from the rich orange notes of a cognac-based orange liqueur.	null
Millionaire	"{'Bourbon whiskey': '1 1/2 oz', 'Orange Cura?ao liqueur': '1/2 oz', 'Raspberry (framboise) sugar syrup': '1/6 oz', 'Freshly squeezed lemon juice': '1/6 oz', 'La Fee Parisienne absinthe': '3 dash', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1321/millionaire	https://cdn.diffords.com/contrib/stock-images/2020/03/5e6a4af604006.jpg	SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE with ice and fine strain into chilled glass.	Millionaire Royal	null
Millionaire No.1	"{'Bacardi Carta Blanca light rum': '1 3/4 oz', 'Rutte Sloe Gin': '3/4 oz', 'De Kuyper Apricot Brandy': '3/4 oz', 'Freshly squeezed lime juice': '3/4 oz', 'Giffard Grenadine Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1322/millionaire-no1	https://cdn.diffords.com/contrib/stock-images/2020/03/5e6a4b06cc36a.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"High proof pot still rum funk, along with a decent apricot brandy and sloe gin is key to the success of this full-flavoured red cocktail."	null
Millionaire's Martini	"{'Rutte Dry Gin': '1 1/3 oz', 'Martini Extra Dry vermouth': '1 1/3 oz', 'Brut Champagne': '2/3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/4706/millionaires-martini	https://cdn.diffords.com/contrib/stock-images/2019/03/5c94ef59311d5.jpg	STIR first 2 ingredients with ice and strain into chilled glass. TOP with Champagne.	"Normally we'd follow convention and honour the Martini name with a V-shaped glass. However, due to the splash of champagne, a coupe seems more in keeping for this dangerous champagne charged riff on a Fifty-Fifty Dry Martini"	null
Milly Martini	"{'Basil leaves': '5 fresh', 'Rutte Dry Gin': '2 oz', 'Fresh pressed pineapple juice': '2 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Orange bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1323/milly-martini	https://cdn.diffords.com/contrib/stock-images/2016/12/39/20162cf156671ac608d0012a7382f8134a1a.jpg	"Lightly MUDDLE basil (just to bruise) in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	Gin and pineapple with a pleasing hint of basil.	null
Milo	"{'Raspberries': '4 fresh', 'Rutte Dry Gin': '2 oz', 'De Kuyper Triple Sec (40%)': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', ""Peychaud's or other Creole-style bitters"": '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/2500/milo	https://cdn.diffords.com/contrib/stock-images/2016/12/40/20168bf49a39cc7cfaef2daf33514cb12457.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"Reminiscent of a Raspberry Cosmopolitan, only drier and stronger."	null
Mimosa	"{'Brut Champagne (chilled)': '3 oz', 'Freshly squeezed orange juice (chilled)': '3 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1324/mimosa	https://cdn.diffords.com/contrib/stock-images/2019/10/5dad832588f42.jpg	"POUR half the champagne into ice-filled glass (preferably a chunk of block ice), then POUR orange juice and finally the rest of the champagne."	Orange zest twist (discarded) & orange slice	null
Mincemeat Pie	"{'Havana Club 7yo rum': '2 oz', 'Mincemeat': '1 spoon', 'Pressed apple juice': '1 oz', 'Single cream / half-and-half': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2501/mincemeat-pie	https://cdn.diffords.com/contrib/stock-images/2016/12/42/2016cc0506eb5b2d0f3c1e45eb15c5175714.jpg	SHAKE first three ingredients with ice and fine strain into chilled glass. FLOAT layer of cream on drink.	"A festive tipple captures the flavour of that British Christmas staple, the mince pie."	null
Mint & Honey Daiquiri	"{'Raw runny honey (preferably orange blossom)': '2 spoon', 'Bacardi Carta Blanca light rum': '2 oz', 'Mint leaves': '3 fresh', 'Freshly squeezed lime juice': '1/2 oz', 'Chilled water (omit if using wet ice)': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2188/mint-and-honey-daiquiri	https://cdn.diffords.com/contrib/stock-images/2016/12/44/201616e24e32df15c7c8e660f04b4da24525.jpg	"STIR honey and rum in base of shaker until honey dissolves. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	A fresh-breath-tastic riff on the classic Daiquiri.	null
Mint Cocktail	"{'Mint leaves': '12 fresh', 'Rutte Dry Gin': '2 oz', 'Sauvignon blanc white wine': '1 oz', 'Giffard Menthe Pastille white cr?me de menthe': '1/4 oz', 'Giffard Sugar Cane Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1326/mint-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/12/45/201698f1c423d8df8f13639a39529a80129b.jpg	SHAKE all ingredients with ice and fine strain into chilled glass. (There's no need to muddle mint if a good shake and ice is used.)	"A great grassy, minty digestif with a good balance between acidity and sweetness."	null
Mint Collins	"{'Mint leaves': '12 fresh', 'Rutte Dry Gin': '2 oz', 'Freshly squeezed lemon juice': '1 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Thomas Henry Soda Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1327/mint-collins	https://cdn.diffords.com/contrib/stock-images/2016/12/47/2016a1b842728d77dd393fc9945f2eb51193.jpg	"Lightly MUDDLE (just to bruise) mint in base of shaker. Add next three ingredients, SHAKE with ice and fine strain into chilled glass. TOP with soda, lightly stir and serve with straws."	Exactly what the name promises.	null
Mint Daiquiri	"{'Mint leaves': '12 fresh', 'Bacardi Carta Blanca light rum': '2 oz', 'Freshly squeezed lime juice': '1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz', 'Chilled water (omit if using wet ice)': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1328/mint-daiquiri	https://cdn.diffords.com/contrib/stock-images/2016/12/48/2016f83a7159c378057238e258f994379c37.jpg	"Lightly MUDDLE (just to bruise) mint in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	"A short, concentrated Mojito."	null
Mint Fizz	"{'Mint leaves': '7 fresh', 'Rutte Dry Gin': '2 oz', 'Giffard Menthe Pastille white cr?me de menthe': '1/4 oz', 'Freshly squeezed lime juice': '1 oz', 'Giffard Sugar Cane Syrup': '1/2 oz', 'Thomas Henry Soda Water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1329/mint-fizz	https://cdn.diffords.com/contrib/stock-images/2016/12/49/201639c4c4d1c5f6ced287abe5259a3ff6db.jpg	"Lightly MUDDLE mint (just to bruise) in base of shaker. Add other ingredients apart from soda, SHAKE with ice and fine strain into ice-filled glass. TOP with soda, lightly stir and serve with straws."	"Long, refreshing citrus and mint fizz."	null
Mint Julep (Mexican Style)	"{'Lemon peel': '1 fresh', 'Mint leaves': '8 fresh', 'Cognac VSOP': '1 oz', 'Tawny port (10 year old)': '1 oz', 'Luxardo Maraschino liqueur': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2502/mint-julep-mexican-style	https://cdn.diffords.com/contrib/stock-images/2016/12/52/201650b561dd311dbcded4a53391950ed283.jpg	"PLACE lemon zest and mint in shaker. Add other ingredients, SHAKE with ice and fine strain into ice-filled glass."	"Mint, cognac, port, lemon and maraschino - all subtly contribute to this Cuban take on Mexico."	null
Mint Julep (no sugar & low-calorie)	"{'Mint leaves': '12 fresh', 'Bourbon whiskey': '1 2/3 oz', 'Sugar-free sweetener': '1/2 oz', 'Angostura or other aromatic bitters (optional)': '3 dash'}"	https://www.diffordsguide.com/cocktails/recipe/4650/mint-julep-no-sugar-and-low-calorie	https://cdn.diffords.com/contrib/stock-images/2019/01/5c386b0f4e12a.jpg	SHAKE all ingredients with ice and fine strain into julep cup half filled with crushed ice. STIR the drink with the crushed ice using a bar spoon. Top up the cup with more crushed ice and STIR again. Repeat this process so the drink fills the cup and frost forms on the outside.	"Bourbon with minty freshness served ice cold with the hint of sweetness amplifying flavours provided by sweetener rather than sugar. This drink is better with the addition of dashes of aromatic bitters but this will add trace amounts of sugar."	null
Mint Julep Cocktail	"{'Mint leaves': '12 fresh', 'Bourbon whiskey': '2 1/3 oz', 'Giffard Sugar Cane Syrup': '2/3 oz', 'Angostura or other aromatic bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/1330/mint-julep-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/1/54/2016f5303b5da8506ead5eebecab6ba3e23c.jpg	SHAKE all ingredients with ice and fine strain into julep cup half-filled with crushed ice. CHURN (stir) the drink with the crushed ice using a bar spoon. Top up the cup with more crushed ice and CHURN again. Repeat this process so the drink fills the cup and frost forms on the outside.	Mint sprigs bouquet dusted with icing sugar	null
Mint Limeade (Non-alcoholic)	"{'Mint leaves': '12 fresh', 'Freshly squeezed lime juice': '1 1?2 shot', 'Pressed apple juice': '1 shot', 'Giffard Sugar Cane Syrup': '3?4 shot', 'Lemon-lime soda (Sprite/&-Up)': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/1331/mint-limeade	https://cdn.diffords.com/contrib/stock-images/2016/12/11/20165e7be39ebb510e3e57ccee7a790bcdd2.jpg	"Lightly MUDDLE (just to bruise) mint in base of shaker. Add next three ingredients, SHAKE with ice and fine strain into ice-filled glass. TOP with lemonade, lightly stir and serve with straws."	"Superbly refreshing, mint and lime served long."	null
Mint Martini	"{'Mint leaves': '12 fresh', 'Ketel One Vodka': '1 1/2 oz', 'Giffard Peppermint Pastille cr?me de menthe': '1/4 oz', 'Martini Extra Dry vermouth': '1/2 oz', 'Sauvignon blanc white wine': '1 1/2 oz', 'Giffard Sugar Cane Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1332/mint-martini	https://cdn.diffords.com/contrib/stock-images/2016/12/02/20168fea38e1cadc03390e415bf185475935.jpg	"Lightly MUDDLE (just to bruise) mint in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	An after-dinner palate cleanser.	null
Minty Pentones cocktail	"{'Rutte Dry Gin': '1 1/2 oz', 'Cranberry juice drink': '1 1/2 oz', 'Giffard Menthe Pastille white cr?me de menthe': '1/2 oz', 'Kleos Mastiha': '1/2 oz', 'Mint bitters': '4 drop'}"	https://www.diffordsguide.com/cocktails/recipe/3569/minty-pentones-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/12/12/20161846770617e2ddef6ccf336e19780720.jpg	STIR all ingredients with ice and strain into glass filled with crushed ice.	Gin's botanical complexity combined with minty and mastiha freshness and a pink hint of cranberry fruitiness makes for a cleansing after-dinner digestif.	null
Minty White Lady cocktail	"{'Rutte Dry Gin': '1 oz', 'De Kuyper Triple Sec (40%)': '3/4 oz', 'Giffard Menthe Pastille white cr?me de menthe': '3/4 oz', 'Freshly squeezed lemon juice': '3/4 oz', 'Mint bitters': '4 drop', 'Pasteurised egg white': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/3601/minty-white-lady-cocktail	https://cdn.diffords.com/contrib/stock-images/2016/12/13/2016eb6e809080703903b808bff87eae11ee.jpg	SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and strain into chilled glass.	White cr?me de menthe and peppermint bitters bring minty freshness to this not so innocent lady in white.	null
Mirror Match	"{'Applejack brandy (bonded)': '1 1/2 oz', 'Irish whiskey': '1 1/2 oz', 'Giffard Parfait Amour': '1/4 oz', 'J?germeister': '1/4 oz', 'Demerara / dark Muscovado sugar syrup (2 sugar to 1 water)': '1/6 oz', 'Jerry Thomas bitters': '1 dash', 'Orange bitters': '1 dash'}"	https://www.diffordsguide.com/cocktails/recipe/4264/mirror-match	https://cdn.diffords.com/contrib/stock-images/2017/8/43/201737b9385150f5396497f4cc37c7b21af3.jpg	STIR all ingredients with ice and strain into chilled glass.	"Boozy and floral with a hint of sweetness to smooth and harmonise, this after-dinner cocktail, originally served straight-up in a coupe (as presented here) but we prefer ours on-the-rocks."	null
Miss Martini	"{'Raspberries': '7 fresh', 'Ketel One Vodka': '2 oz', 'Giffard Framboise de Ronce (black raspberry liqueur)': '1/2 oz', 'Milk (semi-skimmed/2% fat)': '1/4 oz', 'Single cream / half-and-half': '1/4 oz', 'Giffard Sugar Cane Syrup': '1/6 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1333/miss-martini	https://cdn.diffords.com/contrib/stock-images/2016/12/14/2016e3e98b6000c9f730989c3a1bcaab1e6e.jpg	"MUDDLE raspberries in base of shaker. Add other ingredients, SHAKE with ice and fine strain into chilled glass."	"A pink, fruity, creamy concoction."	null
Miss Moonshine	"{'Ban Poitin': '1 2/3 oz', 'Lillet Blanc': '2/3 oz', 'Suze gentian liqueur': '1/3 oz', 'St Germain Elderflower Liqueur': '1/3 oz', 'Rosemary sugar syrup (2:1)': '1/3 oz', 'Orange bitters': '2 dash'}"	https://www.diffordsguide.com/cocktails/recipe/3607/miss-moonshine	https://cdn.diffords.com/contrib/stock-images/2015/9/03/20158467adb164eb183692b65b6c85b15e32.jpg	STIR all ingredients with ice and strain into chilled glass.	"Gentian, elderflower and rosemary combine harmoniously, over a Poit?n base with aromatised wine."	null
Missionary's Downfall	"{'Mint leaves': '15 fresh', 'Havana Club 3 Year Old rum': '1 oz', 'Peachtree Liqueur': '1/2 oz', 'Honey syrup (3 honey to 1 water)': '1/3 oz', 'Fresh pressed pineapple juice': '1/2 oz', 'Freshly squeezed lime juice': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1334/missionarys-downfall	https://cdn.diffords.com/contrib/stock-images/2016/12/21/2016837190b48d1eba41214b3cbec829a5f1.jpg	"Lightly MUDDLE mint with rum in base of shaker. Add other ingredients, SHAKE with ice and fine strain into glass filled with crushed ice."	Mint sprigs bouquet	[['I will try this just because of the name. And because I have something with peach flavor. Lockdown improvision!']]
Mississippi Punch	"{'Bourbon whiskey': '1 1/2 oz', 'Cognac VSOP': '3/4 oz', 'Freshly squeezed lemon juice': '3/4 oz', 'Giffard Sugar Cane Syrup': '1 oz', 'Chilled water': '2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1335/mississippi-punch	https://cdn.diffords.com/contrib/stock-images/2016/12/22/2016dbf210df9bec0f1e90bd9d529b603f82.jpg	SHAKE all ingredients with ice and strain into glass filled with crushed ice.	Balanced and refreshing.	null
Mississippi Schnapper	"{'Bourbon whiskey': '2 oz', 'Cognac VSOP': '3/4 oz', 'De Kuyper Triple Sec (40%)': '1/2 oz', 'Freshly squeezed lime juice': '1/4 oz', 'Giffard Sugar Cane Syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1336/mississippi-schnapper	https://cdn.diffords.com/contrib/stock-images/2016/12/23/2016a2715d7a26e3eba996f41497a0b522e1.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	Orange predominates with peach sweetness balanced by whiskey and lime.	null
Mister Stu	"{'Patr?n Reposado tequila': '2 oz', 'Disaronno Originale amaretto': '1/2 oz', 'Coconut rum liqueur': '1/2 oz', 'Fresh pressed pineapple juice': '1 1/2 oz', 'Freshly squeezed orange juice': '1 1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1337/mister-stu	https://cdn.diffords.com/contrib/stock-images/2016/12/24/201649166ef41064303a667934514a267aab.jpg	SHAKE all ingredients with ice and strain into ice-filled glass. Serve with straws.	"There's a touch of the disco about this foamy drink, but it is still complex and interesting."	null
Mitch Martini	"{'Bison grass vodka': '2 oz', 'Pressed apple juice': '1 oz', 'Peachtree Liqueur': '1/4 oz', 'Passion fruit syrup': '1/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1338/mitch-martini	https://cdn.diffords.com/contrib/stock-images/2016/12/25/2016e7bc7e6861ffa74033c63f9aa43c68f4.jpg	SHAKE all ingredients with ice and fine strain into chilled glass.	"One of London's contemporary classics. Far from a proper Martini, this is fruity and sweet, but not overly so."	null
Mixed Berry Julep	"{'Mint leaves': '12 fresh', 'Blackberries': '2 fresh', 'Raspberries': '3 fresh', 'Bourbon whiskey': '1 oz', 'Cognac VSOP': '1 oz', 'Giffard Sugar Cane Syrup': '3/4 oz'}"	https://www.diffordsguide.com/cocktails/recipe/2990/mixed-berry-julep	https://cdn.diffords.com/contrib/stock-images/2017/1/05/201768a5e6216367d6fda80a9358d6f9e62d.jpg	"Lightly MUDDLE berries in base of glass. Add mint, bourbon, cognac, and sugar syrup into glass, add crushed ice and CHURN (stir) with bar spoon. Top up the glass with more crushed ice and CHURN again. Repeat this process until the drink fills the glass and serve."	"A fruity, minty crowd pleasing Julep."	null
Mizuwari	"{""Dewar's 12 Year Old Scotch whisky"": '2 oz', 'Chilled water': 'Top up with'}"	https://www.diffordsguide.com/cocktails/recipe/2991/mizuwari	https://cdn.diffords.com/contrib/stock-images/2016/12/26/20167adc073fc10d75aa2ecab9963d763365.jpg	"Fill glass with ice and STIR until water formed in base of glass. Add more ice and continue stirring to cool glass. STRAIN water from glass, pour whisky into glass and top ice to brim. STIR whisky and ice, adding more ice to keep level at brim. Lastly, add water and briefly stir some more."	"This is simply whisky and water, but as with the Japanese tea ceremony, observing the time and care taken over it making and the prolonged anticipation contributes greatly to the finished drink. And you thought an Old Fashioned took a long time."	null
Mocha Martini	"{'Bourbon whiskey': '1 1/2 oz', 'Espresso coffee (freshly made & hot)': '1 oz', 'Irish cream liqueur': '1/2 oz', 'De Kuyper Brown Cr?me de Cacao Brown': '1/2 oz', 'Single cream / half-and-half': '1/2 oz'}"	https://www.diffordsguide.com/cocktails/recipe/1339/mocha-martini	https://cdn.diffords.com/contrib/stock-images/2019/06/5d03943631750.jpg	SHAKE first four ingredients with ice and fine strain into chilled glass. FLOAT cream in centre of drink.	"Made with great espresso, this drink is a superb, richly flavoured balance of sweet and bitter."	null
